Route,ORIGIN,ORIGIN_City_State,Origin_City,Origin_State,DEST,Dest_City_State,Dest_City,Dest_State,DISTANCE
268,ATL,"Atlanta, GA",Atlanta,GA,PDX,"Portland, OR",Portland,OR,2172
269,ATL,"Atlanta, GA",Atlanta,GA,PHF,"Newport News/Williamsburg, VA",Newport News/Williamsburg,VA,508
270,ATL,"Atlanta, GA",Atlanta,GA,PHL,"Philadelphia, PA",Philadelphia,PA,666
271,ATL,"Atlanta, GA",Atlanta,GA,PHX,"Phoenix, AZ",Phoenix,AZ,1587
272,ATL,"Atlanta, GA",Atlanta,GA,PIA,"Peoria, IL",Peoria,IL,565
273,ATL,"Atlanta, GA",Atlanta,GA,PIT,"Pittsburgh, PA",Pittsburgh,PA,526
274,ATL,"Atlanta, GA",Atlanta,GA,PNS,"Pensacola, FL",Pensacola,FL,271
275,ATL,"Atlanta, GA",Atlanta,GA,PSP,"Palm Springs, CA",Palm Springs,CA,1840
276,ATL,"Atlanta, GA",Atlanta,GA,PVD,"Providence, RI",Providence,RI,903
277,ATL,"Atlanta, GA",Atlanta,GA,PWM,"Portland, ME",Portland,ME,1027
278,ATL,"Atlanta, GA",Atlanta,GA,RAP,"Rapid City, SD",Rapid City,SD,1230
279,ATL,"Atlanta, GA",Atlanta,GA,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,356
280,ATL,"Atlanta, GA",Atlanta,GA,RIC,"Richmond, VA",Richmond,VA,481
281,ATL,"Atlanta, GA",Atlanta,GA,RNO,"Reno, NV",Reno,NV,1993
282,ATL,"Atlanta, GA",Atlanta,GA,ROA,"Roanoke, VA",Roanoke,VA,357
283,ATL,"Atlanta, GA",Atlanta,GA,ROC,"Rochester, NY",Rochester,NY,749
284,ATL,"Atlanta, GA",Atlanta,GA,RST,"Rochester, MN",Rochester,MN,831
285,ATL,"Atlanta, GA",Atlanta,GA,RSW,"Fort Myers, FL",Fort Myers,FL,515
286,ATL,"Atlanta, GA",Atlanta,GA,SAN,"San Diego, CA",San Diego,CA,1892
287,ATL,"Atlanta, GA",Atlanta,GA,SAT,"San Antonio, TX",San Antonio,TX,874
288,ATL,"Atlanta, GA",Atlanta,GA,SAV,"Savannah, GA",Savannah,GA,214
289,ATL,"Atlanta, GA",Atlanta,GA,SBN,"South Bend, IN",South Bend,IN,566
290,ATL,"Atlanta, GA",Atlanta,GA,SDF,"Louisville, KY",Louisville,KY,321
291,ATL,"Atlanta, GA",Atlanta,GA,SEA,"Seattle, WA",Seattle,WA,2182
292,ATL,"Atlanta, GA",Atlanta,GA,SFO,"San Francisco, CA",San Francisco,CA,2139
293,ATL,"Atlanta, GA",Atlanta,GA,SGF,"Springfield, MO",Springfield,MO,563
294,ATL,"Atlanta, GA",Atlanta,GA,SHV,"Shreveport, LA",Shreveport,LA,551
295,ATL,"Atlanta, GA",Atlanta,GA,SJC,"San Jose, CA",San Jose,CA,2116
296,ATL,"Atlanta, GA",Atlanta,GA,SJU,"San Juan, PR",San Juan,PR,1547
297,ATL,"Atlanta, GA",Atlanta,GA,SLC,"Salt Lake City, UT",Salt Lake City,UT,1590
298,ATL,"Atlanta, GA",Atlanta,GA,SMF,"Sacramento, CA",Sacramento,CA,2092
299,ATL,"Atlanta, GA",Atlanta,GA,SNA,"Santa Ana, CA",Santa Ana,CA,1919
300,ATL,"Atlanta, GA",Atlanta,GA,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,444
301,ATL,"Atlanta, GA",Atlanta,GA,STL,"St. Louis, MO",St. Louis,MO,484
302,ATL,"Atlanta, GA",Atlanta,GA,STT,"Charlotte Amalie, VI",Charlotte Amalie,VI,1599
303,ATL,"Atlanta, GA",Atlanta,GA,STX,"Christiansted, VI",Christiansted,VI,1638
304,ATL,"Atlanta, GA",Atlanta,GA,SYR,"Syracuse, NY",Syracuse,NY,794
305,ATL,"Atlanta, GA",Atlanta,GA,TLH,"Tallahassee, FL",Tallahassee,FL,223
306,ATL,"Atlanta, GA",Atlanta,GA,TPA,"Tampa, FL",Tampa,FL,406
307,ATL,"Atlanta, GA",Atlanta,GA,TRI,"Bristol/Johnson City/Kingsport, TN",Bristol/Johnson City/Kingsport,TN,227
308,ATL,"Atlanta, GA",Atlanta,GA,TTN,"Trenton, NJ",Trenton,NJ,701
309,ATL,"Atlanta, GA",Atlanta,GA,TUL,"Tulsa, OK",Tulsa,OK,674
310,ATL,"Atlanta, GA",Atlanta,GA,TUS,"Tucson, AZ",Tucson,AZ,1541
311,ATL,"Atlanta, GA",Atlanta,GA,TVC,"Traverse City, MI",Traverse City,MI,769
312,ATL,"Atlanta, GA",Atlanta,GA,TYS,"Knoxville, TN",Knoxville,TN,152
313,ATL,"Atlanta, GA",Atlanta,GA,VLD,"Valdosta, GA",Valdosta,GA,208
314,ATL,"Atlanta, GA",Atlanta,GA,VPS,"Valparaiso, FL",Valparaiso,FL,250
315,ATL,"Atlanta, GA",Atlanta,GA,XNA,"Fayetteville, AR",Fayetteville,AR,589
316,ATW,"Appleton, WI",Appleton,WI,ATL,"Atlanta, GA",Atlanta,GA,765
317,ATW,"Appleton, WI",Appleton,WI,AZA,"Phoenix, AZ",Phoenix,AZ,1452
318,ATW,"Appleton, WI",Appleton,WI,DTW,"Detroit, MI",Detroit,MI,296
319,ATW,"Appleton, WI",Appleton,WI,LAS,"Las Vegas, NV",Las Vegas,NV,1510
320,ATW,"Appleton, WI",Appleton,WI,MSP,"Minneapolis, MN",Minneapolis,MN,236
321,ATW,"Appleton, WI",Appleton,WI,ORD,"Chicago, IL",Chicago,IL,160
322,ATW,"Appleton, WI",Appleton,WI,PGD,"Punta Gorda, FL",Punta Gorda,FL,1250
323,ATW,"Appleton, WI",Appleton,WI,PIE,"St. Petersburg, FL",St. Petersburg,FL,1173
324,ATW,"Appleton, WI",Appleton,WI,SFB,"Sanford, FL",Sanford,FL,1141
325,ATY,"Watertown, SD",Watertown,SD,DEN,"Denver, CO",Denver,CO,519
326,ATY,"Watertown, SD",Watertown,SD,PIR,"Pierre, SD",Pierre,SD,159
327,AUS,"Austin, TX",Austin,TX,ABQ,"Albuquerque, NM",Albuquerque,NM,619
328,AUS,"Austin, TX",Austin,TX,ATL,"Atlanta, GA",Atlanta,GA,813
329,AUS,"Austin, TX",Austin,TX,BNA,"Nashville, TN",Nashville,TN,756
330,AUS,"Austin, TX",Austin,TX,BOS,"Boston, MA",Boston,MA,1698
331,AUS,"Austin, TX",Austin,TX,BUF,"Buffalo, NY",Buffalo,NY,1366
332,AUS,"Austin, TX",Austin,TX,BWI,"Baltimore, MD",Baltimore,MD,1342
333,AUS,"Austin, TX",Austin,TX,CHS,"Charleston, SC",Charleston,SC,1055
334,AUS,"Austin, TX",Austin,TX,CLE,"Cleveland, OH",Cleveland,OH,1174
335,AUS,"Austin, TX",Austin,TX,CLT,"Charlotte, NC",Charlotte,NC,1032
336,AUS,"Austin, TX",Austin,TX,CMH,"Columbus, OH",Columbus,OH,1073
337,AUS,"Austin, TX",Austin,TX,CVG,"Cincinnati, OH",Cincinnati,OH,958
338,AUS,"Austin, TX",Austin,TX,DAL,"Dallas, TX",Dallas,TX,189
339,AUS,"Austin, TX",Austin,TX,DCA,"Washington, DC",Washington,DC,1315
340,AUS,"Austin, TX",Austin,TX,DEN,"Denver, CO",Denver,CO,775
341,AUS,"Austin, TX",Austin,TX,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,190
342,AUS,"Austin, TX",Austin,TX,DTW,"Detroit, MI",Detroit,MI,1149
343,AUS,"Austin, TX",Austin,TX,ECP,"Panama City, FL",Panama City,FL,710
344,AUS,"Austin, TX",Austin,TX,ELP,"El Paso, TX",El Paso,TX,528
345,AUS,"Austin, TX",Austin,TX,EWR,"Newark, NJ",Newark,NJ,1504
346,AUS,"Austin, TX",Austin,TX,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1105
347,AUS,"Austin, TX",Austin,TX,HOU,"Houston, TX",Houston,TX,148
348,AUS,"Austin, TX",Austin,TX,HRL,"Harlingen/San Benito, TX",Harlingen/San Benito,TX,273
349,AUS,"Austin, TX",Austin,TX,IAD,"Washington, DC",Washington,DC,1297
350,AUS,"Austin, TX",Austin,TX,IAH,"Houston, TX",Houston,TX,140
351,AUS,"Austin, TX",Austin,TX,IND,"Indianapolis, IN",Indianapolis,IN,919
352,AUS,"Austin, TX",Austin,TX,JAX,"Jacksonville, FL",Jacksonville,FL,954
353,AUS,"Austin, TX",Austin,TX,JFK,"New York, NY",New York,NY,1521
354,AUS,"Austin, TX",Austin,TX,LAS,"Las Vegas, NV",Las Vegas,NV,1090
355,AUS,"Austin, TX",Austin,TX,LAX,"Los Angeles, CA",Los Angeles,CA,1242
356,AUS,"Austin, TX",Austin,TX,LBB,"Lubbock, TX",Lubbock,TX,341
357,AUS,"Austin, TX",Austin,TX,LCK,"Columbus, OH",Columbus,OH,1065
358,AUS,"Austin, TX",Austin,TX,LGB,"Long Beach, CA",Long Beach,CA,1226
359,AUS,"Austin, TX",Austin,TX,MCI,"Kansas City, MO",Kansas City,MO,650
360,AUS,"Austin, TX",Austin,TX,MCO,"Orlando, FL",Orlando,FL,994
361,AUS,"Austin, TX",Austin,TX,MDW,"Chicago, IL",Chicago,IL,972
362,AUS,"Austin, TX",Austin,TX,MEM,"Memphis, TN",Memphis,TN,559
363,AUS,"Austin, TX",Austin,TX,MIA,"Miami, FL",Miami,FL,1103
364,AUS,"Austin, TX",Austin,TX,MKE,"Milwaukee, WI",Milwaukee,WI,1032
365,AUS,"Austin, TX",Austin,TX,MSP,"Minneapolis, MN",Minneapolis,MN,1042
366,AUS,"Austin, TX",Austin,TX,MSY,"New Orleans, LA",New Orleans,LA,444
367,AUS,"Austin, TX",Austin,TX,OAK,"Oakland, CA",Oakland,CA,1497
368,AUS,"Austin, TX",Austin,TX,OMA,"Omaha, NE",Omaha,NE,772
369,AUS,"Austin, TX",Austin,TX,ONT,"Ontario, CA",Ontario,CA,1196
370,AUS,"Austin, TX",Austin,TX,ORD,"Chicago, IL",Chicago,IL,977
371,AUS,"Austin, TX",Austin,TX,PDX,"Portland, OR",Portland,OR,1715
372,AUS,"Austin, TX",Austin,TX,PHL,"Philadelphia, PA",Philadelphia,PA,1430
373,AUS,"Austin, TX",Austin,TX,PHX,"Phoenix, AZ",Phoenix,AZ,872
374,AUS,"Austin, TX",Austin,TX,PIE,"St. Petersburg, FL",St. Petersburg,FL,920
375,AUS,"Austin, TX",Austin,TX,PIT,"Pittsburgh, PA",Pittsburgh,PA,1210
376,AUS,"Austin, TX",Austin,TX,PNS,"Pensacola, FL",Pensacola,FL,626
377,AUS,"Austin, TX",Austin,TX,PVD,"Providence, RI",Providence,RI,1662
378,AUS,"Austin, TX",Austin,TX,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,1162
379,AUS,"Austin, TX",Austin,TX,RNO,"Reno, NV",Reno,NV,1405
380,AUS,"Austin, TX",Austin,TX,SAN,"San Diego, CA",San Diego,CA,1164
381,AUS,"Austin, TX",Austin,TX,SDF,"Louisville, KY",Louisville,KY,876
382,AUS,"Austin, TX",Austin,TX,SEA,"Seattle, WA",Seattle,WA,1770
383,AUS,"Austin, TX",Austin,TX,SFB,"Sanford, FL",Sanford,FL,994
384,AUS,"Austin, TX",Austin,TX,SFO,"San Francisco, CA",San Francisco,CA,1504
385,AUS,"Austin, TX",Austin,TX,SJC,"San Jose, CA",San Jose,CA,1476
386,AUS,"Austin, TX",Austin,TX,SLC,"Salt Lake City, UT",Salt Lake City,UT,1086
387,AUS,"Austin, TX",Austin,TX,SMF,"Sacramento, CA",Sacramento,CA,1481
388,AUS,"Austin, TX",Austin,TX,SNA,"Santa Ana, CA",Santa Ana,CA,1209
389,AUS,"Austin, TX",Austin,TX,STL,"St. Louis, MO",St. Louis,MO,721
390,AUS,"Austin, TX",Austin,TX,TPA,"Tampa, FL",Tampa,FL,928
391,AUS,"Austin, TX",Austin,TX,VPS,"Valparaiso, FL",Valparaiso,FL,666
392,AVL,"Asheville, NC",Asheville,NC,ATL,"Atlanta, GA",Atlanta,GA,164
393,AVL,"Asheville, NC",Asheville,NC,BWI,"Baltimore, MD",Baltimore,MD,414
394,AVL,"Asheville, NC",Asheville,NC,CLT,"Charlotte, NC",Charlotte,NC,91
395,AVL,"Asheville, NC",Asheville,NC,DEN,"Denver, CO",Denver,CO,1248
396,AVL,"Asheville, NC",Asheville,NC,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,848
397,AVL,"Asheville, NC",Asheville,NC,DTW,"Detroit, MI",Detroit,MI,470
398,AVL,"Asheville, NC",Asheville,NC,EWR,"Newark, NJ",Newark,NJ,583
399,AVL,"Asheville, NC",Asheville,NC,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,660
400,AVL,"Asheville, NC",Asheville,NC,IAD,"Washington, DC",Washington,DC,370
401,AVL,"Asheville, NC",Asheville,NC,LGA,"New York, NY",New York,NY,599
402,AVL,"Asheville, NC",Asheville,NC,MCO,"Orlando, FL",Orlando,FL,488
403,AVL,"Asheville, NC",Asheville,NC,ORD,"Chicago, IL",Chicago,IL,536
404,AVL,"Asheville, NC",Asheville,NC,PGD,"Punta Gorda, FL",Punta Gorda,FL,588
405,AVL,"Asheville, NC",Asheville,NC,PHL,"Philadelphia, PA",Philadelphia,PA,504
406,AVL,"Asheville, NC",Asheville,NC,PIE,"St. Petersburg, FL",St. Petersburg,FL,519
407,AVL,"Asheville, NC",Asheville,NC,SFB,"Sanford, FL",Sanford,FL,465
408,AVL,"Asheville, NC",Asheville,NC,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,554
409,AVL,"Asheville, NC",Asheville,NC,TPA,"Tampa, FL",Tampa,FL,514
410,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,ATL,"Atlanta, GA",Atlanta,GA,714
411,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,CLT,"Charlotte, NC",Charlotte,NC,509
412,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,DTW,"Detroit, MI",Detroit,MI,399
413,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,EWR,"Newark, NJ",Newark,NJ,93
414,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,ORD,"Chicago, IL",Chicago,IL,632
415,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,PHL,"Philadelphia, PA",Philadelphia,PA,104
416,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,PIE,"St. Petersburg, FL",St. Petersburg,FL,1006
417,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,SFB,"Sanford, FL",Sanford,FL,920
418,AZA,"Phoenix, AZ",Phoenix,AZ,ATW,"Appleton, WI",Appleton,WI,1452
419,AZA,"Phoenix, AZ",Phoenix,AZ,BIL,"Billings, MT",Billings,MT,878
420,AZA,"Phoenix, AZ",Phoenix,AZ,BIS,"Bismarck/Mandan, ND",Bismarck/Mandan,ND,1092
421,AZA,"Phoenix, AZ",Phoenix,AZ,BLI,"Bellingham, WA",Bellingham,WA,1208
422,AZA,"Phoenix, AZ",Phoenix,AZ,BLV,"Belleville, IL",Belleville,IL,1272
423,AZA,"Phoenix, AZ",Phoenix,AZ,BOI,"Boise, ID",Boise,ID,749
424,AZA,"Phoenix, AZ",Phoenix,AZ,BZN,"Bozeman, MT",Bozeman,MT,861
425,AZA,"Phoenix, AZ",Phoenix,AZ,CID,"Cedar Rapids/Iowa City, IA",Cedar Rapids/Iowa City,IA,1240
426,AZA,"Phoenix, AZ",Phoenix,AZ,CVG,"Cincinnati, OH",Cincinnati,OH,1553
427,AZA,"Phoenix, AZ",Phoenix,AZ,DSM,"Des Moines, IA",Des Moines,IA,1137
428,AZA,"Phoenix, AZ",Phoenix,AZ,EUG,"Eugene, OR",Eugene,OR,971
429,AZA,"Phoenix, AZ",Phoenix,AZ,FAR,"Fargo, ND",Fargo,ND,1220
430,AZA,"Phoenix, AZ",Phoenix,AZ,FCA,"Kalispell, MT",Kalispell,MT,1044
431,AZA,"Phoenix, AZ",Phoenix,AZ,FSD,"Sioux Falls, SD",Sioux Falls,SD,1072
432,AZA,"Phoenix, AZ",Phoenix,AZ,FWA,"Fort Wayne, IN",Fort Wayne,IN,1546
433,AZA,"Phoenix, AZ",Phoenix,AZ,GFK,"Grand Forks, ND",Grand Forks,ND,1260
434,AZA,"Phoenix, AZ",Phoenix,AZ,GJT,"Grand Junction, CO",Grand Junction,CO,437
435,AZA,"Phoenix, AZ",Phoenix,AZ,GRI,"Grand Island, NE",Grand Island,NE,905
436,AZA,"Phoenix, AZ",Phoenix,AZ,GRR,"Grand Rapids, MI",Grand Rapids,MI,1561
437,AZA,"Phoenix, AZ",Phoenix,AZ,GTF,"Great Falls, MT",Great Falls,MT,978
438,AZA,"Phoenix, AZ",Phoenix,AZ,ICT,"Wichita, KS",Wichita,KS,855
439,AZA,"Phoenix, AZ",Phoenix,AZ,IDA,"Idaho Falls, ID",Idaho Falls,ID,704
440,AZA,"Phoenix, AZ",Phoenix,AZ,IND,"Indianapolis, IN",Indianapolis,IN,1473
441,AZA,"Phoenix, AZ",Phoenix,AZ,LAS,"Las Vegas, NV",Las Vegas,NV,276
442,AZA,"Phoenix, AZ",Phoenix,AZ,MCI,"Kansas City, MO",Kansas City,MO,1030
443,AZA,"Phoenix, AZ",Phoenix,AZ,MEM,"Memphis, TN",Memphis,TN,1245
444,AZA,"Phoenix, AZ",Phoenix,AZ,MFR,"Medford, OR",Medford,OR,875
445,AZA,"Phoenix, AZ",Phoenix,AZ,MKE,"Milwaukee, WI",Milwaukee,WI,1448
446,AZA,"Phoenix, AZ",Phoenix,AZ,MLI,"Moline, IL",Moline,IL,1288
447,AZA,"Phoenix, AZ",Phoenix,AZ,MOT,"Minot, ND",Minot,ND,1164
448,AZA,"Phoenix, AZ",Phoenix,AZ,MSO,"Missoula, MT",Missoula,MT,948
449,AZA,"Phoenix, AZ",Phoenix,AZ,OAK,"Oakland, CA",Oakland,CA,668
450,AZA,"Phoenix, AZ",Phoenix,AZ,OGD,"Ogden, UT",Ogden,UT,544
451,AZA,"Phoenix, AZ",Phoenix,AZ,OMA,"Omaha, NE",Omaha,NE,1026
452,AZA,"Phoenix, AZ",Phoenix,AZ,PIA,"Peoria, IL",Peoria,IL,1312
453,AZA,"Phoenix, AZ",Phoenix,AZ,PIE,"St. Petersburg, FL",St. Petersburg,FL,1760
454,AZA,"Phoenix, AZ",Phoenix,AZ,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,977
455,AZA,"Phoenix, AZ",Phoenix,AZ,PVU,"Provo, UT",Provo,UT,477
456,AZA,"Phoenix, AZ",Phoenix,AZ,RAP,"Rapid City, SD",Rapid City,SD,873
457,AZA,"Phoenix, AZ",Phoenix,AZ,RFD,"Rockford, IL",Rockford,IL,1373
458,AZA,"Phoenix, AZ",Phoenix,AZ,SBN,"South Bend, IN",South Bend,IN,1501
459,AZA,"Phoenix, AZ",Phoenix,AZ,SCK,"Stockton, CA",Stockton,CA,625
460,AZA,"Phoenix, AZ",Phoenix,AZ,SDF,"Louisville, KY",Louisville,KY,1490
461,AZA,"Phoenix, AZ",Phoenix,AZ,SGF,"Springfield, MO",Springfield,MO,1066
462,AZA,"Phoenix, AZ",Phoenix,AZ,SGU,"St. George, UT",St. George,UT,278
463,AZA,"Phoenix, AZ",Phoenix,AZ,STC,"St. Cloud, MN",St. Cloud,MN,1259
464,AZO,"Kalamazoo, MI",Kalamazoo,MI,DTW,"Detroit, MI",Detroit,MI,113
465,AZO,"Kalamazoo, MI",Kalamazoo,MI,MSP,"Minneapolis, MN",Minneapolis,MN,426
466,AZO,"Kalamazoo, MI",Kalamazoo,MI,ORD,"Chicago, IL",Chicago,IL,122
467,BDL,"Hartford, CT",Hartford,CT,ATL,"Atlanta, GA",Atlanta,GA,859
468,BDL,"Hartford, CT",Hartford,CT,BWI,"Baltimore, MD",Baltimore,MD,283
469,BDL,"Hartford, CT",Hartford,CT,CLE,"Cleveland, OH",Cleveland,OH,476
470,BDL,"Hartford, CT",Hartford,CT,CLT,"Charlotte, NC",Charlotte,NC,644
471,BDL,"Hartford, CT",Hartford,CT,CVG,"Cincinnati, OH",Cincinnati,OH,661
472,BDL,"Hartford, CT",Hartford,CT,DCA,"Washington, DC",Washington,DC,313
473,BDL,"Hartford, CT",Hartford,CT,DEN,"Denver, CO",Denver,CO,1671
474,BDL,"Hartford, CT",Hartford,CT,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1471
475,BDL,"Hartford, CT",Hartford,CT,DTW,"Detroit, MI",Detroit,MI,549
476,BDL,"Hartford, CT",Hartford,CT,EWR,"Newark, NJ",Newark,NJ,116
477,BDL,"Hartford, CT",Hartford,CT,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1173
478,BDL,"Hartford, CT",Hartford,CT,IAD,"Washington, DC",Washington,DC,326
479,BDL,"Hartford, CT",Hartford,CT,IAH,"Houston, TX",Houston,TX,1507
480,BDL,"Hartford, CT",Hartford,CT,LAS,"Las Vegas, NV",Las Vegas,NV,2297
481,BDL,"Hartford, CT",Hartford,CT,LAX,"Los Angeles, CA",Los Angeles,CA,2527
482,BDL,"Hartford, CT",Hartford,CT,MCO,"Orlando, FL",Orlando,FL,1050
483,BDL,"Hartford, CT",Hartford,CT,MDW,"Chicago, IL",Chicago,IL,777
484,BDL,"Hartford, CT",Hartford,CT,MIA,"Miami, FL",Miami,FL,1194
485,BDL,"Hartford, CT",Hartford,CT,MSP,"Minneapolis, MN",Minneapolis,MN,1050
486,BDL,"Hartford, CT",Hartford,CT,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,664
487,BDL,"Hartford, CT",Hartford,CT,ORD,"Chicago, IL",Chicago,IL,783
488,BDL,"Hartford, CT",Hartford,CT,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,1133
489,BDL,"Hartford, CT",Hartford,CT,PHL,"Philadelphia, PA",Philadelphia,PA,196
490,BDL,"Hartford, CT",Hartford,CT,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,532
491,BDL,"Hartford, CT",Hartford,CT,RSW,"Fort Myers, FL",Fort Myers,FL,1180
492,BDL,"Hartford, CT",Hartford,CT,SFO,"San Francisco, CA",San Francisco,CA,2625
493,BDL,"Hartford, CT",Hartford,CT,SJU,"San Juan, PR",San Juan,PR,1666
494,BDL,"Hartford, CT",Hartford,CT,STL,"St. Louis, MO",St. Louis,MO,957
495,BDL,"Hartford, CT",Hartford,CT,TPA,"Tampa, FL",Tampa,FL,1111
496,BET,"Bethel, AK",Bethel,AK,ANC,"Anchorage, AK",Anchorage,AK,399
497,BFF,"Scottsbluff, NE",Scottsbluff,NE,DEN,"Denver, CO",Denver,CO,150
498,BFL,"Bakersfield, CA",Bakersfield,CA,DEN,"Denver, CO",Denver,CO,845
499,BFL,"Bakersfield, CA",Bakersfield,CA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1271
500,BFL,"Bakersfield, CA",Bakersfield,CA,PHX,"Phoenix, AZ",Phoenix,AZ,425
501,BFL,"Bakersfield, CA",Bakersfield,CA,SFO,"San Francisco, CA",San Francisco,CA,238
502,BFM,"Mobile, AL",Mobile,AL,DEN,"Denver, CO",Denver,CO,1132
503,BFM,"Mobile, AL",Mobile,AL,ORD,"Chicago, IL",Chicago,IL,782
504,BGM,"Binghamton, NY",Binghamton,NY,DTW,"Detroit, MI",Detroit,MI,378
505,BGR,"Bangor, ME",Bangor,ME,CLT,"Charlotte, NC",Charlotte,NC,921
506,BGR,"Bangor, ME",Bangor,ME,DCA,"Washington, DC",Washington,DC,590
507,BGR,"Bangor, ME",Bangor,ME,DTW,"Detroit, MI",Detroit,MI,750
508,BGR,"Bangor, ME",Bangor,ME,EWR,"Newark, NJ",Newark,NJ,393
509,BGR,"Bangor, ME",Bangor,ME,JFK,"New York, NY",New York,NY,382
510,BGR,"Bangor, ME",Bangor,ME,LGA,"New York, NY",New York,NY,378
511,BGR,"Bangor, ME",Bangor,ME,ORD,"Chicago, IL",Chicago,IL,978
512,BGR,"Bangor, ME",Bangor,ME,PHL,"Philadelphia, PA",Philadelphia,PA,473
513,BGR,"Bangor, ME",Bangor,ME,PIE,"St. Petersburg, FL",St. Petersburg,FL,1394
514,BGR,"Bangor, ME",Bangor,ME,SFB,"Sanford, FL",Sanford,FL,1299
515,BHM,"Birmingham, AL",Birmingham,AL,ATL,"Atlanta, GA",Atlanta,GA,134
516,BHM,"Birmingham, AL",Birmingham,AL,BWI,"Baltimore, MD",Baltimore,MD,682
517,BHM,"Birmingham, AL",Birmingham,AL,CLT,"Charlotte, NC",Charlotte,NC,350
518,BHM,"Birmingham, AL",Birmingham,AL,DAL,"Dallas, TX",Dallas,TX,587
519,BHM,"Birmingham, AL",Birmingham,AL,DCA,"Washington, DC",Washington,DC,653
520,BHM,"Birmingham, AL",Birmingham,AL,DEN,"Denver, CO",Denver,CO,1083
521,BHM,"Birmingham, AL",Birmingham,AL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,597
522,BHM,"Birmingham, AL",Birmingham,AL,DTW,"Detroit, MI",Detroit,MI,625
523,BHM,"Birmingham, AL",Birmingham,AL,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,650
524,BHM,"Birmingham, AL",Birmingham,AL,HOU,"Houston, TX",Houston,TX,570
525,BHM,"Birmingham, AL",Birmingham,AL,IAH,"Houston, TX",Houston,TX,562
526,BHM,"Birmingham, AL",Birmingham,AL,LAS,"Las Vegas, NV",Las Vegas,NV,1618
527,BHM,"Birmingham, AL",Birmingham,AL,LGA,"New York, NY",New York,NY,866
528,BHM,"Birmingham, AL",Birmingham,AL,MCO,"Orlando, FL",Orlando,FL,479
529,BHM,"Birmingham, AL",Birmingham,AL,MDW,"Chicago, IL",Chicago,IL,570
530,BHM,"Birmingham, AL",Birmingham,AL,MIA,"Miami, FL",Miami,FL,661
531,BHM,"Birmingham, AL",Birmingham,AL,ORD,"Chicago, IL",Chicago,IL,583
532,BHM,"Birmingham, AL",Birmingham,AL,PGD,"Punta Gorda, FL",Punta Gorda,FL,539
533,BHM,"Birmingham, AL",Birmingham,AL,PHL,"Philadelphia, PA",Philadelphia,PA,772
534,BHM,"Birmingham, AL",Birmingham,AL,SFO,"San Francisco, CA",San Francisco,CA,2013
535,BHM,"Birmingham, AL",Birmingham,AL,SJC,"San Jose, CA",San Jose,CA,1990
536,BHM,"Birmingham, AL",Birmingham,AL,TPA,"Tampa, FL",Tampa,FL,459
537,BIL,"Billings, MT",Billings,MT,AZA,"Phoenix, AZ",Phoenix,AZ,878
538,BIL,"Billings, MT",Billings,MT,COD,"Cody, WY",Cody,WY,92
539,BIL,"Billings, MT",Billings,MT,DEN,"Denver, CO",Denver,CO,455
540,BIL,"Billings, MT",Billings,MT,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1081
541,BIL,"Billings, MT",Billings,MT,LAS,"Las Vegas, NV",Las Vegas,NV,754
542,BIL,"Billings, MT",Billings,MT,LAX,"Los Angeles, CA",Los Angeles,CA,970
543,BIL,"Billings, MT",Billings,MT,MSP,"Minneapolis, MN",Minneapolis,MN,748
544,BIL,"Billings, MT",Billings,MT,ORD,"Chicago, IL",Chicago,IL,1060
545,BIL,"Billings, MT",Billings,MT,PDX,"Portland, OR",Portland,OR,679
546,BIL,"Billings, MT",Billings,MT,SEA,"Seattle, WA",Seattle,WA,664
